/cowboy2.10.0-1G-10-active-n1000-length80000000	7447.027	1073741824
/cowboy2.10.0-1G-10-active-n1000-length80000000	7496.065	1073741824
/cowboy2.10.0-1G-10-active-n1000-length80000000	7423.015	1073741824
/cowboy2.10.0-1G-10-active-n1000-length80000000	7425.469	1073741824
/cowboy2.10.0-1G-10-active-n1000-length80000000	7445.173	1073741824
/cowboy2.10.0-1G-10-active-n1000-length80000000	7448.266	1073741824
/cowboy2.10.0-1G-10-active-n1000-length80000000	7486.724	1073741824
/cowboy2.10.0-1G-10-active-n1000-length80000000	7558.347	1073741824
/cowboy2.10.0-1G-10-active-n1000-length80000000	7447.321	1073741824
/cowboy2.10.0-1G-10-active-n1000-length80000000	7413.712	1073741824
