/cowboy2_so_buffer-1G-10-so-buffer16384	1266.349	1073741824
/cowboy2_so_buffer-1G-10-so-buffer16384	1272.050	1073741824
/cowboy2_so_buffer-1G-10-so-buffer16384	1283.063	1073741824
/cowboy2_so_buffer-1G-10-so-buffer16384	1303.760	1073741824
/cowboy2_so_buffer-1G-10-so-buffer16384	1275.796	1073741824
/cowboy2_so_buffer-1G-10-so-buffer16384	1282.642	1073741824
/cowboy2_so_buffer-1G-10-so-buffer16384	1277.759	1073741824
/cowboy2_so_buffer-1G-10-so-buffer16384	1279.380	1073741824
/cowboy2_so_buffer-1G-10-so-buffer16384	1291.114	1073741824
/cowboy2_so_buffer-1G-10-so-buffer16384	1284.337	1073741824
