/cowboy2.10.0-1G-10-active-n10000-length80000000	5550.485	1073741824
/cowboy2.10.0-1G-10-active-n10000-length80000000	5494.381	1073741824
/cowboy2.10.0-1G-10-active-n10000-length80000000	5460.970	1073741824
/cowboy2.10.0-1G-10-active-n10000-length80000000	5456.934	1073741824
/cowboy2.10.0-1G-10-active-n10000-length80000000	5558.856	1073741824
/cowboy2.10.0-1G-10-active-n10000-length80000000	5459.160	1073741824
/cowboy2.10.0-1G-10-active-n10000-length80000000	5589.119	1073741824
/cowboy2.10.0-1G-10-active-n10000-length80000000	5545.913	1073741824
/cowboy2.10.0-1G-10-active-n10000-length80000000	5482.781	1073741824
/cowboy2.10.0-1G-10-active-n10000-length80000000	5466.885	1073741824
