/cowboy2_so_buffer-1G-10-so-buffer32768	1041.735	1073741824
/cowboy2_so_buffer-1G-10-so-buffer32768	1075.614	1073741824
/cowboy2_so_buffer-1G-10-so-buffer32768	1051.234	1073741824
/cowboy2_so_buffer-1G-10-so-buffer32768	1063.178	1073741824
/cowboy2_so_buffer-1G-10-so-buffer32768	1062.140	1073741824
/cowboy2_so_buffer-1G-10-so-buffer32768	1080.201	1073741824
/cowboy2_so_buffer-1G-10-so-buffer32768	1085.484	1073741824
/cowboy2_so_buffer-1G-10-so-buffer32768	1087.813	1073741824
/cowboy2_so_buffer-1G-10-so-buffer32768	1092.625	1073741824
/cowboy2_so_buffer-1G-10-so-buffer32768	1078.313	1073741824
